"word","weight","pronunciation","verb","verbt","verbi","noun","adj","adv","prep","conj","sentence","looklike","homoionym","antonym"
"acclaim","449","/əˈkleɪm/","","向……欢呼，为……喝彩","","称赞；欢迎","","","","","","claim","appaud,cheer,commend,hail,praise,compliment","catcall,hoot,boo,criticize"
"carry","132","/ˈkærɪ/","运送，搬运；传送，传播","","","运载；射程","","","","","","cherry","take,bear,hold","drop"
"address","21290","/əˈdres/","","致函，写姓名地址；向……讲话，演说；处理，对付","","地址；致词","","","","","","arrest","speak,deal,location",""
"slim","651","/slɪm/","","","变苗条","","苗条的；薄的","","","","","slam","thin,slender,slight","fat,obesity,overweight,chubby"
"warrant","3927","/ˈwɔrənt/","保证；证明……正当","","","授权；许可证","","","","","","walnut","authorization,permit,licence",""
"rank","194","/ræŋk/","排列；分等","","","等级；军衔","","","","","","rant","place,rate,categorize,classify,level,position","unranked"
"avail","481","/əˈveɪl/","","有帮助，有益，有用","","效用；利益","","","","","","airview","benefit,advantage,reward,gain","invalid,useless,worthless"
"block","14915","/blɔk/","","阻塞，拦阻；封锁","","一排房屋，街区；阻塞；大块木料（或石料、金属）","","","","","","blog","neighborhood,clog,jam,blockage",""
"blaze","2376","/bleɪz/","熊熊燃烧；发（强）光；迸发","","","火焰","","","","","","glaze","fire,combustion,glare,burn",""
"exterior","1676","/ɪkˈstɪərɪə(r)/","","","","外部，外表","外部的，外表的","","","","","","outward,external,extrinsic","interior,inward,internal,intrinsic"
"vernacular","569","/vəˈnækjulə(r)/","","","","本国话；方言；土语；（建筑的）民间风格","本国语的","","","","","vascular","dialect","mandarin"
"vet","945","/vet/","","审查，仔细检查","","兽医","","","","","","vat,vast,vest,veteran","veterinarian,doctor",""
"condition","1351","/kənˈdɪʃn/","","训练；使适应，使习惯于；对……有重要影响","","状况，状态；环境，形势；条件，前提","","","","","","conduction","stipulation,acclimatize",""
"incoming","3088","/ˈɪnkʌmɪŋ/","","","","收入","进来的","","","","","","earning,revenue","outgoing,expense,expenditure"
"acid","44","/ˈæsɪd/","","","","酸","酸的；尖刻的","","","","","asset,aside","sour,tart","sweet"
"sledge","354","/sledʒ/","","","乘雪橇","雪橇","","","","","","slash","sleigh,luge",""
"roam","105","/rəum/","随便走，漫游；徜徉；漫谈某事","","","漫步；徘徊","","","","","","rome","wander,rove,stray","settle"
"hurdle","140","/ˈhɜːdl/","越过障碍","","","障碍；跳栏","","","","","","handle,hurtle","obstacle,block,snag,jump,leap","help,aid,assist"
"damp","209","/dæmp/","","使潮湿；减弱，抑制；（使）沮丧","","潮湿，湿气","潮湿的","","","","","damn,dump","wet,moist,humid,dank,drench","dry,arid"
"staff","4148","/stɑːf/","","为……配备人员；任职于","","全体职工，工作人员；棒；（军队的）全体参谋人员","","","","","","stuff","personnel,team,faculty,work",""
"throughout","1814","/θruːˈaut/","","","","","","","各处；遍及；在整个……期间","","","threw out","through,during,all over,allways",""
"poll","1528","/pəul/","对……进行民意测验；获得……选票","","","民意测验；政治选举，大选","","","","","","pole,pool","survey,census,referendum",""
"document","10039","/ˈdɔkjumənt/","","用文件（或文献等）证明；记载","","公文，文件，证件","","","","","","detriment","file,record",""
"bump","4445","/bʌmp/","碰，撞；颠簸着前进","","","碰撞；隆起物","","","","","","bomb,dump,bum","strike,jolt,lump,swell","dent,recess"
"spit","1299","/spɪt/","吐唾沫（或痰）；喷出","","","唾液，唾沫","","","","","","spite","yuck,pshaw,saliva","swallow"
"hive","1363","/haɪv/","（使）入蜂箱；群居","","","蜂房，蜂箱；蜂房内的蜂群；闹市，忙碌之地","","","","","","have,heave","honeycomb,nest",""
"pledge","4077","/pledʒ/","正式承诺；发誓，保证；抵押，典当","","","誓约，保证；抵押","","","","","","plunge","promise,vow,swear,guarantee,oath",""
"witness","11166","/ˈwɪtnɪs/","目击；为……作证","","","证据；目击者","","","","","","weakness","see,observe,behold,spectator,bystander",""
"stereo","3658","/ˈsterɪəu/","","","","立体声（装置）","立体声的","","","","","steroid","hi-fi","mono"
"screen","5563","/skriːn/","","掩蔽，遮蔽；包庇；筛选；放映（电影），播放（电视节目）","","屏幕，银幕；遮蔽；屏风，帘；筛子","","","","","","scream","monitor,test,instpect,conceal,separate",""
"fund","11268","/fʌnd/","","为……提供资金，给……拨款","","基金，专款；储备，蕴藏；存款，资金","","","","","","fond,find,font","supply,sponsor,finance,support,back","divestment"
"schedule","17165","/ˈʃedjuːl/","","安排；列入，收进（清单等）","","时刻表；清单","","","","","","scandal","agenda,timetable,arrange,organize","cancel,improvise,impromptu"
"referee","225","/ˏrefəˈriː/","裁判；仲裁，调停","","","裁判（员）；仲裁人，调停人；证明人，介绍人","","","","","","refereed,refugee","arbitrator,adjudicate,juge",""
"detour","160","/ˈdiːtuə(r)/","迂回，绕道","","","弯路，便道","","","","","","detail","bypass,deviation,diversion","straight"
"jumble","270","/ˈdʒʌmbl/","","混杂，掺杂","","混杂，掺杂；供义卖的旧杂货","","","","","","juggle","mess,junk,muddle,heap,clutter,shuffle,strew","tidy,neat"
"female","30364","/ˈfiːmeɪl/","","","","女子","女（性）的；雌的","","","","","feminine","woman","male"
"brand","1874","/brnd/","","铭刻，打烙印于；丑化","","商标；品牌","","","","","","bread,band","trademark,label,imprint",""
"cheat","750","/tʃiːt/","欺骗；作弊","","","欺骗；骗子","","","","","","cheek,sheet","deceive,trick,swindle,defraud,charlatan","genuine,authentic"
"flash","2016","/flæʃ/","闪光，闪耀","","","闪烁；闪光灯","","","","","","flesh,fush","glint,sparkle,flaunt,showy,glitter,shimmer,flare","gloom,obscure"
"sanitary","905","/ˈsænɪtrɪ/","","","","（有卫生设备的）公共厕所","清洁的；保健的，卫生的","","","","","senator,solitary,sanity","hygienic,clean,disinfected","insanitary,dirty"
"primitive","898","/ˈprɪmɪtɪv/","","","","原始人；原始事物","原始的，上古的；简单的，粗糙的","","","","","premium","crude,rudimentary,archaic","modern"
"stake","2436","/steɪk/","","以……打赌；拿……冒险","","桩；火刑柱；利害关系；股份；赌金","","","","","","steak,stick","bet,wager,post,investment,gamble",""
"barge","698","/bɑːdʒ/","猛撞；闯","","","驳船","","","","","","bulge,budget,bargain","rush,charge",""
"slat","732","/slæt/","","用板条制作","","板条，狭板","","","","","","slight,slot,slut","plank,lath,batten",""
"cork","64","/kɔːk/","","用软木塞塞住","","软木塞","","","","","","cock","lid,stopper,plug",""
"reward","6183","/rɪˈwɔːd/","","酬谢；奖励","","奖赏；报酬","","","","","","rewind","prize,award","penalize,punish,fine"
"native","4562","/ˈneɪtɪv/","","","","本地人，本国人","当地（人）的","","","","","negative","local,resident,aboriginal,indigenous","foreigner,alien"
"service","3155","/ˈsɜːvɪs/","","维修，保养","","服务，帮助；公共设施，公用事业；维修，保养；行政部门，服务机构","","","","","","surface","work for",""
"scrap","1546","/skræp/","","废弃；抛弃","","碎屑","","","","","","scrape","abandon,ditch,piece,fragment","reconciliation"
"rival","2130","/ˈraɪvl/","","与……竞争；与……匹敌，比得上；竞争，对抗","","竞争者，竞争对手；可与匹敌的人（或物）","竞争的，对抗的","","","","","revel,revolve","competitor,opponent,enemy,contest","friend,ally"
"compact","693","/kəmˈpækt/","","使紧凑，压缩","","","紧密的，结实的；简明的；紧凑的","","","","","combat","dense,solid,compress,squeeze,squash,contract,pact,treaty","uncompress,loose"
"clutch","2196","/klʌtʃ/","企图抓；抓紧","","","离合器；控制","","","","","","clash","catch,clasp,grab,clench,handbag",""
"chart","1980","/tʃɑːt/","","记录；用图表表示；制图","","图，图表；海图","","","","","","chat","diagram,graph",""
"occasion","455","/əˈkeɪʒn/","","引起，惹起","","时刻，时候；场合；重大（或特殊）活动，盛会；时机，机会；起因，理由","","","","","","occupation","time,juncture,accident,chance",""
"summary","7449","/ˈsʌmərɪ/","","","","摘要，概要","概括的，简略的","","","","","submarine","brief,conclusion","expansion"
"remove","151","/rɪˈmuːv/","","排除，消除；搬迁，移动；开除，解除","","距离，间距","","","","","","removal,remote","delete,rid,eliminate,eradicate","add"
"coach","17299","/kəutʃ/","","训练；辅导","","教练；指导；长途汽车","","","","","","couch","trainer,teacher,tutor,instructor,teach,train",""
"tramp","456","/træmp/","跋涉；踩踏","","","长途跋涉","","","","","","trump","trudge,trek,stamp",""
"amount","4319","/əˈmaunt/","","","合计","总额","","","","","","account","quantity,sum,total",""
"crank","1385","/kræŋk/","","用曲柄转动某物","","曲柄，曲轴","","","","","","crack","eccentric,reel",""
"bunch","835","/bʌntʃ/","集中，挤在一起；使成一束（或一群等）","","","群，伙；束，串，捆","","","","","","bench,brunch","group,cluster,huddle","disperse"
"scare","1608","/ˈskeə(r)/","吓，使害怕；受惊吓，感到害怕","","","惊恐，恐慌","","","","","","scarce,stare,stair,smear","fright,terrify,petrify","appease,pacify,calm"
"juvenile","1046","/ˈdʒuːvənaɪl/","","","","未成年人，少年","少年的，少年特有的；幼稚的，不成熟的","","","","","souvenir,seminar","teenager,young,adolescent,immature,childish","adult,mature,grown-up"
"freight","131","/freɪt/","","运送（货物）；货运","","货物","","","","","","fright","transport,shipping,delivery",""
"steam","1613","/stiːm/","发出蒸汽；（火车、轮船）行驶；用蒸汽开动","","","（蒸）汽，汽雾","","","","","","scheme,stream","vapor",""
"valuable","13574","/ˈvæljuəbl/","","","","贵重物品，财宝","贵重的，有价值的","","","","","variable,vulnerable","precious,costly,expensive,priceless,useful","worthless,useless"
"dash","2864","/dæʃ/","飞奔，猛冲；猛掷；使破灭，使沮丧","","","飞奔，猛冲；破折号；精力，干劲","","","","","","Dutch","rush,break,knock,throw,surge,charge,hurl,fling",""
"campaign","5823","/kæmˈpeɪn/","","","参加活动；作战","战役；活动","","","","","","camping","war,battle,election,movement,promotion",""
"spot","12187","/spɔt/","","认出，发现；看见，注意到","","地点，处所；斑点，污点；少量","","","","","","sport,spat","stain,find,detect,recognize,identify",""
"subsidiary","437","/səbˈsɪdɪərɪ/","","","","子公司；附属机构；支流","次要的；辅助的，附设的","","","","","subsidize","subordinate,subcompany,pertain","parent company"
"pattern","295","/ˈpætn/","","构成图案；使形成，促成","","样式；模式","","","","","","patent","design,figure",""
"ration","641","/ˈræʃn/","","配给，定量供应","","配给量，定量；给养，口粮","","","","","","Russian,radiation","limit,restrict,control,regulation,curb,quota","unlimited"
"snap","1022","/snæp/","咔嚓折断，啪地绷断；（啪的一声）打开（或关上）；咬；厉声说话，怒声责斥","","","咔嚓声","突然的，匆忙的","","","","","snub,slap,snack","break,crack,shatter,sudden",""
"express","1141","/ɪkˈspres/","","表达，表示","","快车，快运，快递","特快的，快速的；明确的","","","","","suppress","say,speak,state,articulate,courier,fast","slow"
"register","4819","/ˈredʒɪstə(r)/","注册，登记","","","注册，登记；登记表","","","","","","roster","enter,list,enrol,join","unregistered"
"rot","916","/rɔt/","（使）腐烂","","","腐烂","","","","","","rod,rat","decay,decompose,corruption","fresh"
"divide","3129","/dɪˈvaɪd/","分开，分隔；分配，分享；除（以）","","","分歧，差异；分界线，分水岭","","","","","","devoid","separate,split,watershed","join,unite,converge"
"chip","1357","/tʃɪp/","削（或凿）下（屑片或碎片）","","","碎片；芯片；瑕疵","","","","","","cheap","piece,crumb,flaw,fragment",""
"polish","1845","/ˈpɔlɪʃ/","磨光，擦亮；使优美，润饰","","","擦光剂，上光蜡","","","","","","punish","gloss,shine,refine,burnish","tarnish"
"wonder","135","/ˈwʌndə(r)/","诧异，奇怪；纳闷，想知道","","","惊奇，惊异；奇迹，奇事","","","","","","wander,wound,wand","surprise,curious,speculate,conjecture",""
"influence","23145","/ˈɪnfluəns/","","影响","","影响力；产生影响力的人","","","","","","influx,fluency","affect,effect,induce,impact",""
"splint","96","/splɪnt/","","用夹板夹","","细木梗；[医]（用于固定受伤肢体的）夹板","","","","","","split,sprint","bandage,strap,plate,clam",""
"foam","232","/fəum/","","","起泡沫","泡沫；泡沫材料","","","","","","form","bubble,froth",""
"format","795","/ˈfɔːmt/","","使格式化","","安排，计划；版式；格式","","","","","","ferment","arrange,configure,organize,setup,layout",""
